Name,Author,Created,Commands,Command,Description,Usecase,Category,Privileges,MitreID,OperatingSystem,Resources,driver_description,Acknowledgement,Person,Handle,Detection,KnownHashes,Metadata,binary,Verified,Date,Publisher,Company,Description,Product,Product Version,File Version,Machine Type,OriginalFilename,driver_verified,POCs
kEvP64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:1aaa9aef39cb3c0a854ecb4ca7d3b213458f302025e0ec5bfbdef973cca9111c,,,,,,,,,,,,,TRUE,
BSMI.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:59626cac380d8fe0b80a6d4c4406d62ba0683a2f0f68d50ad506ca1b1cf25347,,,,,,,,,,,,,TRUE,
TmComm.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:cc687fe3741bbde1dd142eac0ef59fd1d4457daee43cdde23bb162ef28d04e64,,,,,,,,,,,,,TRUE,
cpuz.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:8c95d28270a4a314299cf50f05dcbe63033b2a555195d2ad2f678e09e00393e6,,,,,,,,,,,,,TRUE,
iQVW64.SYS,Michael Haag,2023-01-09,,,"(1) IQVW32.sys before 1.3.1.0 and (2) IQVW64.sys before 1.3.1.0 in the Intel Ethernet diagnostics driver for Windows allows local users to cause a denial of service or possibly execute arbitrary code with kernel privileges via a crafted (a) 0x80862013, (b) 0x8086200B, (c) 0x8086200F, or (d) 0x80862007 IOCTL call.",Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link:https://www.crowdstrike.com/blog/scattered-spider-attempts-to-avoid-detection-with-bring-your-own-vulnerable-driver-tactic/, Link:https://expel.com/blog/well-that-escalated-quickly-how-a-red-team-went-from-domain-user-to-kernel-memory/, Link:https://github.com/Exploitables/CVE-2015-2291, Link:https://github.com/Tare05/Intel-CVE-2015-2291, Link:https://github.com/TheCruZ/kdmapper",,,,,,"Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver, Link:https://news.sophos.com/en-us/2022/10/04/blackbyte-ransomware-returns/, Link:https://github.com/Barakat/CVE-2019-16098, Link:https://github.com/RedCursorSecurityConsulting/PPLKiller",,,,,,Intel,Intel(R) Network Adapter Diagnostic Driver,Intel(R) iQVW64.SYS,,1.03.0.7 built by: WinDDK,x64,iQVW64.SYS,TRUE,
iqvw64e.sys,Michael Haag,2023-01-09,,,"(1) IQVW32.sys before 1.3.1.0 and (2) IQVW64.sys before 1.3.1.0 in the Intel Ethernet diagnostics driver for Windows allows local users to cause a denial of service or possibly execute arbitrary code with kernel privileges via a crafted (a) 0x80862013, (b) 0x8086200B, (c) 0x8086200F, or (d) 0x80862007 IOCTL call.",Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link:https://www.crowdstrike.com/blog/scattered-spider-attempts-to-avoid-detection-with-bring-your-own-vulnerable-driver-tactic/, Link:https://expel.com/blog/well-that-escalated-quickly-how-a-red-team-went-from-domain-user-to-kernel-memory/, Link:https://github.com/Exploitables/CVE-2015-2291, Link:https://github.com/Tare05/Intel-CVE-2015-2291, Link:https://github.com/TheCruZ/kdmapper",,,,,,hash:4429f32db1cc70567919d7d47b844a91cf1329a6cd116f582305f3b7b60cd60b,,,,,,Intel,Intel(R) Network Adapter Diagnostic Driver,Intel(R) iQVW64.SYS,,1.03.0.7 built by: WinDDK,x64,iQVW64.SYS,TRUE,
vmdrv.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:32cccc4f249499061c0afa18f534c825d01034a1f6815f5506bf4c4ff55d1351,,,,,,,,,,,,,TRUE,
HpPortIox64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:c5050a2017490fff7aa53c73755982b339ddb0fd7cef2cde32c81bc9834331c5,,,,,,,,,,,,,TRUE,
AMDPowerProfiler.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:0af5ccb3d33a9ba92071c9637be6254030d61998733a5eb3583e865e17844e05,,,,,,,,,,,,,TRUE,
CorsairLLAccess64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:000547560fea0dd4b477eb28bf781ea67bf83c748945ce8923f90fdd14eb7a4b,,,,,,,,,,,,,TRUE,
RTCore64.sys,Michael Haag,2023-01-09,,,"The driver in Micro-Star MSI Afterburner 4.6.2.15658 (aka RTCore64.sys and RTCore32.sys) allows any authenticated user to read and write to arbitrary memory, I/O ports, and MSRs. This can be exploited for privilege escalation, code execution under high privileges, and information disclosure. These signed drivers can also be used to bypass the Microsoft driver-signing policy to deploy malicious code.",Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver, Link:https://news.sophos.com/en-us/2022/10/04/blackbyte-ransomware-returns/",https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,"hash:01aa278b07b58dc46c84bd0b1b5c8e9ee4e62ea0bf7a695862444af32e87f1fd, hash:CDD2A4575A46BADA4837A6153A79C14D60EE3129830717EF09E0E3EFD9D00812",,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"x64
x32",,TRUE,
libnicm.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:95d50c69cdbf10c9c9d61e64fe864ac91e6f6caa637d128eb20e1d3510e776d3,,,,,,,,,,,,,TRUE,
procexp.Sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:440883cd9d6a76db5e53517d0ec7fe13d5a50d2f6a7f91ecfc863bc3490e4f5c,,,,,,,,,,,,,TRUE,
viragt.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:e05eeb2b8c18ad2cb2d1038c043d770a0d51b96b748bc34be3e7fc6f3790ce53,,,,,,,,,,,,,TRUE,
viragt64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:58a74dceb2022cd8a358b92acd1b48a5e01c524c3b0195d7033e4bd55eff4495,,,,,,,,,,,,,TRUE,
AsrDrv106.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:3943a796cc7c5352aa57ccf544295bfd6fb69aae147bc8235a00202dc6ed6838,,,,,,,,,,,,,TRUE,
zamguard64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:543991ca8d1c65113dff039b85ae3f9a87f503daec30f46929fd454bc57e5a91,,,,,,,,,,,,,TRUE,
zam64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:543991ca8d1c65113dff039b85ae3f9a87f503daec30f46929fd454bc57e5a91,,,,,,,,,,,,,TRUE,
fidpcidrv64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:3ac5e01689a3d745e60925bc7faca8d4306ae693e803b5e19c94906dc30add46,,,,,,,,,,,,,TRUE,
MsIo32.sys,Michael Haag,2023-01-09,,,"The MsIo64.sys and MsIo32.sys drivers in Patriot Viper RGB before 1.1 allow local users (including low integrity processes) to read and write to arbitrary memory locations, and consequently gain NT AUTHORITY\SYSTEM privileges, by mapping \Device\PhysicalMemory into the calling process via ZwOpenSection and ZwMapViewOfSection.",Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver, Link:https://www.activecyber.us/activelabs/viper-rgb-driver-local-privilege-escalation-cve-2019-18845, Link:http://blog.rewolf.pl/blog/?p=1630",https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:525d9b51a80ca0cd4c5889a96f857e73f3a80da1ffbae59851e0f51bdfb0b6cd,,,,,,,,,,,,,TRUE,"https://github.com/Exploitables/CVE-2019-18845
https://github.com/rwfpl/rewolf-msi-exploit"
MsIo64.sys,Michael Haag,2023-01-09,,,"The MSI AmbientLink MsIo64 driver 1.0.0.8 has a Buffer Overflow (0x80102040, 0x80102044, 0x80102050,and 0x80102054)",Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link: https://github.com/namazso/physmem_drivers, Link: https://www.matteomalvica.com/blog/2020/09/24/weaponizing-cve-2020-17382/, Link:https://packetstormsecurity.com/files/159315/MSI-Ambient-Link-Driver-1.0.0.8-Privilege-Escalation.html, Link:https://www.coresecurity.com/core-labs/advisories/msi-ambient-link-multiple-vulnerabilities, Link:https://github.com/Exploitables/CVE-2020-17382",https://github.com/namazso/physmem_drivers,,,,,hash:43ba8d96d5e8e54cab59d82d495eeca730eeb16e4743ed134cdd495c51a4fc89,,,,,,,,,,,,,TRUE,"https://packetstormsecurity.com/files/159315/MSI-Ambient-Link-Driver-1.0.0.8-Privilege-Escalation.html
https://www.coresecurity.com/core-labs/advisories/msi-ambient-link-multiple-vulnerabilities
https://github.com/Exploitables/CVE-2020-17382"
winio64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,"hash:e1980c6592e6d2d92c1a65acad8f1071b6a404097bb6fcce494f3c8ac31385cf, hash:9fc29480407e5179aa8ea41682409b4ea33f1a42026277613d6484e5419de374",,,,,,,,,,,,,TRUE,
capcom.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:da6ca1fb539f825ca0f012ed6976baf57ef9c70143b7a1e88b4650bf7a925e24,,,,,,,,,,,,,TRUE,
IOMap64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:ea85bbe63d6f66f7efee7007e770af820d57f914c7f179c5fee3ef2845f19c41,,,,,,,,,,,,,TRUE,
ATSZIO64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:01e024cb14b34b6d525c642a710bfa14497ea20fd287c39ba404b10a8b143ece,,,,,,,,,,,,,TRUE,
aswVmm.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link: https://github.com/elastic/protections-artifacts/search?q=VulnDriver, Link:https://github.com/tanduRE/AvastHV",https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:36505921af5a09175395ebaea29c72b2a69a3a9204384a767a5be8a721f31b10,,,,,,,,,,,,,TRUE,
FairplayKD.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/334557-vulnerable-driver-megathread.html, Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/244386-mta-fairplaykd-driver-reversed-exploited-rpm.html",,,,,,hash:9f4ce6ab5e8d44f355426d9a6ab79833709f39b300733b5b251a0766e895e0e5,,,,,,,,,,,,,FALSE,
pgldqpoc.sys,Michael Haag,2023-01-09,,,"This has been referenced as a vulnerable driver, but no hash has been found.",Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/334557-vulnerable-driver-megathread.html, Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/244386-mta-fairplaykd-driver-reversed-exploited-rpm.html",,,,,,,,,,,,,,,,,,,FALSE,
Monitor_win10_x64.sys,Michael Haag,2023-01-09,,,CVE-2018-16712,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/334557-vulnerable-driver-megathread.html, Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/244386-mta-fairplaykd-driver-reversed-exploited-rpm.html",https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:e4a7da2cf59a4a21fc42b611df1d59cae75051925a7ddf42bf216cc1a026eadb,,,,,,,,,,,,,TRUE,
srvnetbus.sys,Michael Haag,2023-01-09,,,"This has been referenced as a vulnerable driver, but no hash has been found.",Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,,,,,,,,,,,,,,FALSE,
Mslo64.sys,Michael Haag,2023-01-09,,,"This has been referenced as a vulnerable driver, but no hash has been found.",Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/334557-vulnerable-driver-megathread.html,https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,,,,,,,,,,,,,,FALSE,
krpocesshacker.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/334557-vulnerable-driver-megathread.html, Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/312791-bypaph-process-hackers-bypass-read-write-process-virtual-memory-kernel-mem.html#post2315763",https://github.com/elastic/protections-artifacts/search?q=VulnDriver,,,,,hash:c725919e6357126d512c638f993cf572112f323da359645e4088f789eb4c7b8c,,,,,,,,,,,,,TRUE,
HWiNFO64A.sys,Michael Haag,2023-01-09,,,CVE-2018-8061,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,,,,,,,,,,,,,,,,,,,,TRUE,
rzpnk.sys,Michael Haag,2023-01-09,,,A vulnerability exists in the latest version of Razer Synapse (v2.20.15.1104 as of the day of disclosure) which can be leveraged locally by a malicious application to elevate its privileges to those of NT_AUTHORITY\SYSTEM. The vulnerability lies in a specific IOCTL handler in the rzpnk.sys driver that passes a PID specified by the user to ZwOpenProcess. CVE-2017-9769.,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,"Link:https://github.com/nomi-sec/PoC-in-GitHub/blob/2a85c15ed806287861a7adec6545c85aec618e3b/2017/CVE-2017-9769.json#L13, Link:https://www.rapid7.com/db/modules/exploit/windows/local/razer_zwopenprocess/",,,,,,hash:93d873cdf23d5edc622b74f9544cac7fe247d7a68e1e2a7bf2879fad97a3ae63,,,,,,,,,,,,,TRUE,
magdrvamd64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link:https://www.unknowncheats.me/forum/anti-cheat-bypass/334557-vulnerable-driver-megathread.html,,,,,,hash:be54f7279e69fb7651f98e91d24069dbc7c4c67e65850e486622ccbdc44d9a57,,,,,,,,,,,,,TRUE,
driver7-x64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/Chigusa0w0/AsusDriversPrivEscala,https://github.com/Chigusa0w0/AsusDriversPrivEscala,,,,,hash:771A8D05F1AF6214E0EF0886662BE500EE910AB99F0154227067FDDCFE08A3DD,,,,,,,,,,,,,TRUE,
driver7-x86-withoutdbg.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/Chigusa0w0/AsusDriversPrivEscala,https://github.com/Chigusa0w0/AsusDriversPrivEscala,,,,,hash:927C2A580D51A598177FA54C65E9D2610F5F212F1B6CB2FBF2740B64368F010A,,,,,,,,,,,,,TRUE,
driver7-x86.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://github.com/Chigusa0w0/AsusDriversPrivEscala,https://github.com/Chigusa0w0/AsusDriversPrivEscala,,,,,hash:42851A01469BA97CDC38939B10CF9EA13237AA1F6C37B1AC84904C5A12A81FA0,,,,,,,,,,,,,TRUE,
gmer.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://raw.githubusercontent.com/SigmaHQ/sigma/master/rules/windows/driver_load/driver_load_vuln_drivers_names.yml,https://raw.githubusercontent.com/SigmaHQ/sigma/master/rules/windows/driver_load/driver_load_vuln_drivers_names.yml,,,,,,,,,,,,,,,,,,FALSE,
PCADRVX64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://raw.githubusercontent.com/SigmaHQ/sigma/master/rules/windows/driver_load/driver_load_vuln_drivers_names.yml,https://raw.githubusercontent.com/SigmaHQ/sigma/master/rules/windows/driver_load/driver_load_vuln_drivers_names.yml,,,,,,,,,,,,,,,,,,FALSE,
clfs.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://raw.githubusercontent.com/SigmaHQ/sigma/master/rules/windows/driver_load/driver_load_vuln_drivers_names.yml,https://raw.githubusercontent.com/SigmaHQ/sigma/master/rules/windows/driver_load/driver_load_vuln_drivers_names.yml,,,,,,,,,,,,,,,,,,FALSE,
ActiveHealth.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://eclypsium.com/2019/11/12/mother-of-all-drivers/,https://eclypsium.com/2019/11/12/mother-of-all-drivers/,,,,,,,,,,,,,,,,,,FALSE,
CAM_V3.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://eclypsium.com/2019/11/12/mother-of-all-drivers/,https://eclypsium.com/2019/11/12/mother-of-all-drivers/,,,,,,,,,,,,,,,,,,FALSE,
GameFire.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://eclypsium.com/2019/11/12/mother-of-all-drivers/,https://eclypsium.com/2019/11/12/mother-of-all-drivers/,,,,,,,,,,,,,,,,,,FALSE,
ASIO32.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:D569D4BAB86E70EFBCDFDAC9D822139D6F477B7C, hash:80FA962BDFB76DFCB9E5D13EFC38BB3D392F2E77, hash:5A7DD0DA0AEE0BDEDC14C1B7831B9CE9178A0346, hash:1ACC7A486B52C5EE6619DBDC3B4210B5F48B936F, hash:55AB7E27412ECA433D76513EDC7E6E03BCDD7EDA, hash:1E7C241B9A9EA79061B50FB19B3D141DEE175C27",,,,,,,,,,,,,FALSE,
asrdrv104.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:6C1BB3A72EBFB5359B9E22CA44D0A1FF825A68F2, hash:E039C9DD21494DBD073B4823FC3A17FBB951EC6C, hash:7EEC3A1EDF3B021883A4B5DA450DB63F7C0AFEEB, hash:E5021A98E55D514E2376AA573D143631E5EE1C13, hash:729A8675665C61824F22F06C7B954BE4D14B52C4, hash:2B4D0DEAD4C1A7CC95543748B3565CFA802E5256, hash:4A7D66874A0472A47087FABAA033A85D47413379",,,,,,,,,,,,,FALSE,
AsrSetupDrv103.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:0B6EC2AEDC518849A1C61A70B1F9FB068EDE2BC3, hash:461882BD59887617CADC1C7B2B22D0A45458C070, hash:A7948A4E9A3A1A9ED0E4E41350E422464D8313CD, hash:F3CCE7E79AB5BD055F311BB3AC44A838779270B6",,,,,,,,,,,,,FALSE,
bandai.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:0F780B7ADA5DD8464D9F2CC537D973F5AC804E9C, hash:EA360A9F23BB7CF67F08B88E6A185A699F0C5410",,,,,,,,,,,,,FALSE,
dbutil.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:485C0B9710A196C7177B99EE95E5DDB35B26DDD1, hash: 50E2BC41F0186FDCE970B80E2A2CB296353AF586, hash: E3C1DD569AA4758552566B0213EE4D1FE6382C4B, hash: E09B5E80805B8FE853EA27D8773E31BFF262E3F7",,,,,,,,,,,,,FALSE,
fiddrv.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:8CC8974A05E81678E3D28ACFE434E7804ABD019C, hash:282BB241BDA5C4C1B8EB9BF56D018896649CA0E1",,,,,,,,,,,,,FALSE,
fiddrv64.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:10E15BA8FF8ED926DDD3636CEC66A0F08C9860A4, hash:E4436C8C42BA5FFABD58A3B2256F6E86CCC907AB",,,,,,,,,,,,,FALSE,
fidpcidrv.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:08596732304351B311970FF96B21F451F23B1E25, hash:7838FB56FDAB816BC1900A4720EEA2FC9972EF7A, hash:4789B910023A667BEE70FF1F1A8F369CFFB10FE8, hash:EEFF4EC4EBC12C6ACD2C930DC2EAAF877CFEC7EC",,,,,,,,,,,,,FALSE,
DirectIo.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:4422851a0a102f654e95d3b79c357ae3af1b096d7d1576663c027cfbc04abaf9,,,,,,,,,,,,,FALSE,
hw_sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:4880f40f2e557cff38100620b9aa1a3a753cb693af16cd3d95841583edcb57a8,,,,,,,,,,,,,FALSE,
mhyprot3.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:475E5016C9C0F5A127896F9179A1B1577A67B357F399AB5A1E68AAB07134729A,,,,,,,,,,,,,FALSE,
otipcibus.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,hash:4e3eb5b9bce2fd9f6878ae36288211f0997f6149aa8c290ed91228ba4cdfae80,,,,,,,,,,,,,FALSE,
piddrv.sys,Michael Haag,2023-01-09,,,,Elevate privileges,vulnerable driver,kernel,T1068,Windows 10,Link: https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,https://learn.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-driver-block-rules,,,,,"hash:A7D827A41B2C4B7638495CD1D77926F1BA902978, hash: 877C6C36A155109888FE1F9797B93CB30B4957EF",,,,,,,,,,,,,FALSE,
